chain,metric,max_acc,file_max_acc,min_acc,file_min_acc,max_auc,file_max_auc,min_auc,file_min_auc,max_sens,file_max_sens,min_sens,file_min_sens,max_spec,file_max_spec,min_spec,file_min_spec
CE,GOF,0.8892302627969496,test01.csv,0.888071152148822,test03.csv,0.9727105925138282,test01.csv,0.9710586768742181,test03.csv,0.9562462281231141,test01.csv,0.9496153265952633,test02.csv,0.8830291144969076,test02.csv,0.8814488424197162,test03.csv
CE,LOF,0.9015334394030834,test01.csv,0.8996401656595832,test03.csv,0.9792346351900771,test01.csv,0.9778680719697305,test02.csv,0.945835847917924,test01.csv,0.9429778247096093,test02.csv,0.8971031985515993,test01.csv,0.8950410754294249,test03.csv
CE,standard,0.9081446536567973,test02.csv,0.9054925656867404,test03.csv,0.9808341408989277,test01.csv,0.9791544457340842,test03.csv,0.9378394689197345,test01.csv,0.9321882001493652,test03.csv,0.9057173027605974,test02.csv,0.902823002240478,test03.csv
CEM,GOF,0.8801240799444906,test01.csv,0.8768234953144624,test02.csv,0.956985200410735,test02.csv,0.9561589708066138,test03.csv,0.9153399791697664,test03.csv,0.9086963029486603,test01.csv,0.8772672852439389,test01.csv,0.8729922574768484,test02.csv
CEM,LOF,0.8842192623229616,test01.csv,0.88126751038547,test02.csv,0.965221956271478,test02.csv,0.9640991391107143,test01.csv,0.944739638682253,test02.csv,0.9386319413261488,test01.csv,0.8787788087398982,test01.csv,0.8749202975557917,test02.csv
CEM,standard,0.888532128814574,test01.csv,0.8849332485696122,test03.csv,0.9699387412385044,test02.csv,0.9693285349399121,test01.csv,0.9369971155305905,test02.csv,0.934291273761413,test01.csv,0.8839568991319964,test01.csv,0.8798690671031096,test03.csv
