chain,metric,max_acc,file_max_acc,min_acc,file_min_acc,max_auc,file_max_auc,min_auc,file_min_auc,max_sens,file_max_sens,min_sens,file_min_sens,max_spec,file_max_spec,min_spec,file_min_spec
CE,GOF,0.8919486005019268,test02.csv,0.8900943716477697,test03.csv,0.9619880149465572,test01.csv,0.9596016508964289,test02.csv,0.9126433313216656,test01.csv,0.9052647458138482,test02.csv,0.8906169859707347,test02.csv,0.8882598954443615,test03.csv
CE,LOF,0.9109699895759039,test01.csv,0.9104895104895104,test03.csv,0.9726442113503948,test01.csv,0.970902019702919,test02.csv,0.9259203379601689,test01.csv,0.9176346356916578,test02.csv,0.9099713380600393,test02.csv,0.9094749547374774,test01.csv
CE,standard,0.9074998628408405,test01.csv,0.9055197229954511,test03.csv,0.9814264063796939,test01.csv,0.9799508723474152,test03.csv,0.9446288473144236,test01.csv,0.9361894705083723,test02.csv,0.9044501433096998,test02.csv,0.9022554144884242,test03.csv
CEM,GOF,0.8514714085522646,test01.csv,0.8497177636391239,test02.csv,0.9415935549317106,test03.csv,0.9393967549983041,test01.csv,0.8746014877789585,test02.csv,0.8684328693309384,test01.csv,0.8497755163124813,test01.csv,0.8472293912251404,test02.csv
CEM,LOF,0.8798383695459926,test01.csv,0.8768925017596644,test02.csv,0.9557865344671773,test02.csv,0.9539250753800611,test01.csv,0.916381490849576,test03.csv,0.9095943720999851,test01.csv,0.8768632146064053,test01.csv,0.873432518597237,test02.csv
CEM,standard,0.8878518659610073,test01.csv,0.8844192557925633,test03.csv,0.9701050189048641,test02.csv,0.9694459534718106,test01.csv,0.9435251252466981,test02.csv,0.9389312977099237,test01.csv,0.8827446872193954,test01.csv,0.8787829192084511,test03.csv
